,Age,Education,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SensationSeeking,Alchol,Caff,Chocalate,Nicotine,stimulant,depressant,hallucinagen,Gender_Male
722,3,1,51.0,35.0,48.0,48.0,43.0,3.0,4.0,4,6,6,1,1.0,0.5,0.6666666666666666,0
723,5,1,35.0,38.0,46.0,39.0,39.0,2.0,3.0,1,6,5,1,0.5,0.5,0.6666666666666666,1
724,2,2,27.0,49.0,48.0,49.0,46.0,5.0,5.0,5,5,6,0,0.0,0.0,0.0,0
725,3,0,47.0,36.0,51.0,48.0,39.0,5.0,6.0,4,6,6,6,1.75,0.5,2.0,0
726,2,3,39.0,44.0,51.0,53.0,44.0,4.0,11.0,5,6,6,3,2.5,3.0,4.0,0
727,1,1,56.0,33.0,51.0,35.0,38.0,3.0,5.0,6,6,5,4,0.0,1.5,0.0,1
728,2,3,39.0,44.0,42.0,44.0,41.0,5.0,6.0,5,5,6,3,0.0,0.0,0.0,0
729,1,0,23.0,41.0,51.0,41.0,30.0,5.0,7.0,4,3,5,0,0.0,0.0,3.6666666666666665,1
730,2,-3,30.0,42.0,47.0,39.0,43.0,8.0,9.0,6,6,5,6,2.0,2.0,4.0,0
731,3,2,43.0,40.0,39.0,43.0,42.0,4.0,3.0,5,6,6,2,0.25,0.5,1.0,0
732,1,0,28.0,48.0,44.0,42.0,38.0,5.0,8.0,4,4,4,0,1.0,1.0,2.0,1
733,1,2,48.0,44.0,51.0,42.0,42.0,3.0,6.0,6,6,5,5,0.75,1.0,1.0,0
734,3,-3,42.0,41.0,48.0,41.0,40.0,4.0,5.0,5,6,5,6,0.5,2.5,0.6666666666666666,1
735,1,0,43.0,47.0,55.0,33.0,28.0,7.0,9.0,6,5,5,6,2.25,3.0,2.0,1
736,2,2,38.0,53.0,59.0,53.0,37.0,8.0,10.0,4,6,5,6,2.5,2.5,4.0,0
737,2,2,31.0,27.0,26.0,33.0,33.0,2.0,7.0,6,6,6,5,2.75,2.5,1.6666666666666667,1
738,2,2,26.0,51.0,46.0,44.0,55.0,6.0,10.0,5,6,5,2,1.5,0.0,1.3333333333333333,1
739,1,-1,48.0,41.0,55.0,51.0,46.0,3.0,8.0,4,6,6,3,0.75,1.5,5.333333333333333,0
740,2,3,35.0,30.0,49.0,40.0,38.0,5.0,9.0,6,6,4,6,1.25,0.0,4.0,1
741,3,0,24.0,41.0,50.0,51.0,37.0,7.0,7.0,5,6,5,6,2.5,2.5,4.333333333333333,1
743,4,3,44.0,38.0,48.0,48.0,52.0,6.0,8.0,6,6,6,1,0.25,0.5,0.6666666666666666,0
744,3,2,42.0,41.0,41.0,37.0,35.0,2.0,3.0,5,5,4,3,0.0,1.5,1.0,0
745,2,-3,32.0,40.0,42.0,37.0,47.0,6.0,8.0,1,0,6,0,0.0,0.0,0.0,1
746,4,0,27.0,41.0,46.0,47.0,30.0,8.0,6.0,5,6,6,1,0.0,0.0,0.0,1
747,2,-3,43.0,42.0,38.0,46.0,39.0,3.0,6.0,6,6,6,0,0.0,0.0,0.0,0
748,2,3,35.0,43.0,49.0,45.0,45.0,3.0,6.0,4,6,6,5,1.0,2.0,1.0,0
749,3,-3,40.0,36.0,36.0,43.0,28.0,5.0,6.0,2,6,6,0,3.0,2.5,2.0,0
750,3,4,21.0,46.0,39.0,53.0,54.0,4.0,5.0,5,6,6,0,0.0,0.0,0.0,0
751,3,3,34.0,40.0,46.0,50.0,41.0,4.0,8.0,5,6,5,2,0.5,1.0,0.0,1
752,2,1,17.0,49.0,33.0,50.0,50.0,4.0,4.0,6,6,6,6,1.25,0.0,0.6666666666666666,0
753,2,0,51.0,38.0,53.0,52.0,28.0,9.0,7.0,6,3,4,6,1.5,2.5,2.3333333333333335,1
754,2,3,40.0,47.0,42.0,51.0,45.0,5.0,8.0,5,6,5,2,1.0,1.0,1.3333333333333333,0
755,2,4,27.0,43.0,55.0,50.0,38.0,5.0,7.0,4,6,5,4,0.75,1.5,2.0,1
756,1,0,23.0,50.0,56.0,48.0,56.0,3.0,3.0,5,6,5,6,2.75,3.0,3.6666666666666665,1
757,1,3,42.0,42.0,42.0,44.0,47.0,4.0,6.0,5,5,5,0,0.0,1.0,0.0,0
758,1,0,56.0,37.0,45.0,48.0,25.0,8.0,8.0,6,5,5,6,1.5,0.0,2.0,0
759,1,0,40.0,44.0,46.0,42.0,40.0,6.0,10.0,3,6,5,6,2.25,2.5,2.0,1
760,1,4,14.0,51.0,50.0,50.0,44.0,3.0,8.0,6,6,3,6,1.75,2.0,2.0,1
761,2,2,36.0,33.0,40.0,40.0,37.0,5.0,10.0,6,6,6,5,1.75,2.0,2.0,1
762,1,0,52.0,42.0,38.0,40.0,23.0,10.0,6.0,6,6,6,0,0.0,0.0,0.0,1
763,2,2,24.0,45.0,55.0,50.0,43.0,4.0,8.0,6,5,5,3,2.5,3.0,3.6666666666666665,0
764,1,2,47.0,45.0,50.0,49.0,30.0,7.0,4.0,5,5,0,5,1.5,1.0,1.6666666666666667,0
765,1,-3,40.0,33.0,53.0,47.0,34.0,6.0,9.0,5,4,3,4,1.0,1.0,3.0,1
766,1,0,42.0,41.0,58.0,48.0,42.0,5.0,10.0,4,6,5,6,1.0,2.5,4.0,1
767,1,0,46.0,34.0,48.0,56.0,37.0,6.0,7.0,6,6,5,6,2.25,3.0,3.0,1
768,2,3,44.0,35.0,47.0,38.0,40.0,3.0,7.0,6,6,6,6,2.0,4.5,2.3333333333333335,1
769,1,1,32.0,44.0,47.0,41.0,47.0,8.0,5.0,4,6,6,6,2.25,3.0,1.0,0
770,2,2,46.0,41.0,50.0,46.0,47.0,2.0,9.0,6,6,6,2,0.5,2.5,1.0,1
771,1,0,42.0,28.0,37.0,43.0,35.0,9.0,10.0,3,3,6,5,2.0,0.0,2.0,1
772,1,3,41.0,30.0,33.0,49.0,44.0,6.0,4.0,0,6,6,4,0.0,0.0,0.0,0
773,4,2,48.0,30.0,43.0,39.0,28.0,5.0,8.0,6,6,5,1,3.5,3.0,3.3333333333333335,1
774,4,1,46.0,31.0,44.0,41.0,38.0,4.0,6.0,1,4,3,6,0.75,3.0,0.6666666666666666,0
775,1,-1,25.0,37.0,50.0,45.0,42.0,3.0,6.0,4,6,5,6,1.0,1.0,3.6666666666666665,1
776,1,0,21.0,43.0,52.0,41.0,28.0,5.0,8.0,4,6,5,6,1.25,0.0,2.0,0
777,2,0,37.0,37.0,40.0,41.0,42.0,3.0,2.0,3,6,5,6,2.5,3.0,2.0,1
778,1,0,41.0,44.0,51.0,39.0,38.0,5.0,7.0,6,6,0,2,2.5,3.0,1.3333333333333333,1
779,1,0,54.0,40.0,58.0,40.0,37.0,7.0,9.0,4,5,6,4,3.5,2.5,4.333333333333333,1
780,4,-1,18.0,47.0,44.0,47.0,39.0,5.0,5.0,5,6,5,1,1.75,0.5,4.0,1
781,1,1,46.0,24.0,45.0,46.0,42.0,2.0,4.0,4,3,3,3,1.5,0.0,2.0,0
782,3,1,46.0,33.0,40.0,34.0,36.0,5.0,9.0,6,6,5,6,0.25,2.5,0.0,1
783,1,0,47.0,31.0,48.0,43.0,33.0,9.0,11.0,3,6,3,4,2.75,1.0,2.0,1
784,1,0,44.0,37.0,52.0,46.0,38.0,6.0,10.0,6,3,5,3,0.75,1.5,2.6666666666666665,0
785,1,0,33.0,43.0,52.0,43.0,49.0,4.0,10.0,6,5,5,2,2.0,2.0,2.0,0
786,1,3,49.0,34.0,52.0,43.0,44.0,4.0,9.0,4,5,5,3,0.5,1.5,2.6666666666666665,1
787,1,1,30.0,40.0,47.0,41.0,29.0,7.0,9.0,3,4,5,6,2.25,2.5,3.0,1
788,3,1,44.0,36.0,47.0,38.0,43.0,8.0,7.0,6,6,3,6,1.25,1.5,1.6666666666666667,1
789,1,1,21.0,48.0,42.0,39.0,33.0,9.0,9.0,5,5,6,0,1.25,1.0,1.6666666666666667,1
790,1,0,19.0,41.0,51.0,44.0,47.0,5.0,10.0,3,6,5,0,0.0,0.0,0.0,1
791,1,2,34.0,37.0,52.0,39.0,36.0,8.0,9.0,5,6,6,5,1.25,4.0,3.0,1
792,1,0,42.0,39.0,50.0,32.0,41.0,8.0,11.0,5,6,5,4,2.0,3.5,0.0,1
793,1,0,44.0,44.0,48.0,36.0,31.0,3.0,6.0,5,6,6,3,3.5,3.0,3.6666666666666665,1
794,2,0,36.0,53.0,44.0,39.0,42.0,8.0,7.0,5,6,6,0,2.25,1.5,2.3333333333333335,1
795,2,2,35.0,36.0,54.0,51.0,38.0,5.0,9.0,6,6,5,6,0.75,1.0,2.6666666666666665,1
796,1,0,47.0,36.0,44.0,39.0,49.0,3.0,6.0,3,6,4,2,2.0,0.0,4.666666666666667,1
797,1,0,40.0,33.0,44.0,46.0,41.0,4.0,9.0,3,5,4,6,4.0,2.5,4.333333333333333,1
798,1,2,30.0,45.0,49.0,47.0,50.0,3.0,9.0,5,4,6,5,1.25,1.0,1.0,0
799,2,0,37.0,47.0,51.0,41.0,47.0,4.0,10.0,6,6,6,6,1.75,1.5,0.0,0
800,3,0,48.0,44.0,55.0,46.0,37.0,9.0,5.0,5,6,5,5,1.75,1.0,2.3333333333333335,0
801,1,0,25.0,41.0,46.0,46.0,54.0,4.0,6.0,4,6,6,3,1.5,1.5,3.3333333333333335,1
802,2,0,41.0,37.0,45.0,47.0,34.0,6.0,8.0,3,6,5,2,2.25,2.0,2.0,1
803,1,-1,31.0,42.0,47.0,38.0,37.0,7.0,10.0,5,6,6,5,1.0,1.5,1.0,1
804,4,2,37.0,33.0,39.0,48.0,40.0,2.0,10.0,6,6,5,6,2.25,0.5,0.6666666666666666,0
805,2,0,41.0,32.0,43.0,49.0,42.0,4.0,7.0,5,6,4,6,1.0,1.5,1.6666666666666667,1
806,1,2,54.0,29.0,55.0,31.0,45.0,6.0,7.0,6,6,4,6,4.75,4.5,4.666666666666667,0
807,2,0,33.0,41.0,44.0,40.0,35.0,8.0,9.0,2,6,4,6,3.5,3.0,2.3333333333333335,1
808,1,-2,32.0,45.0,51.0,47.0,35.0,9.0,10.0,5,6,5,3,0.0,0.0,2.3333333333333335,1
809,1,0,46.0,45.0,53.0,36.0,38.0,7.0,10.0,6,6,5,6,0.75,2.5,0.0,0
810,1,2,40.0,26.0,39.0,48.0,30.0,2.0,4.0,3,6,6,6,1.5,1.5,0.0,1
811,1,1,21.0,34.0,37.0,54.0,41.0,4.0,4.0,5,4,4,6,1.5,0.0,1.0,1
812,1,-1,21.0,45.0,53.0,37.0,39.0,3.0,7.0,3,3,4,0,0.75,0.0,4.0,1
813,4,2,48.0,51.0,52.0,30.0,29.0,7.0,10.0,6,6,6,4,2.25,1.5,1.6666666666666667,0
814,1,0,47.0,35.0,46.0,34.0,35.0,8.0,10.0,4,6,4,6,2.0,2.0,1.0,1
815,2,2,41.0,36.0,51.0,32.0,45.0,4.0,8.0,3,6,5,6,1.5,1.0,1.3333333333333333,1
816,1,0,29.0,40.0,43.0,37.0,44.0,6.0,11.0,5,6,6,6,1.5,2.0,3.0,1
817,1,0,57.0,42.0,48.0,37.0,34.0,9.0,10.0,5,5,4,6,3.25,3.0,2.3333333333333335,1
818,1,0,37.0,33.0,46.0,46.0,47.0,4.0,5.0,3,1,5,0,0.75,0.0,3.3333333333333335,0
819,4,4,42.0,41.0,52.0,57.0,44.0,3.0,8.0,4,4,4,3,1.75,3.0,2.0,1
820,2,3,51.0,34.0,46.0,41.0,33.0,5.0,8.0,5,6,5,5,2.0,4.0,2.0,0
821,1,0,29.0,51.0,51.0,44.0,45.0,7.0,11.0,3,6,5,4,0.0,0.0,4.333333333333333,1
822,1,2,32.0,42.0,45.0,42.0,43.0,7.0,10.0,5,6,4,3,2.75,0.0,3.0,0
823,1,0,35.0,47.0,51.0,40.0,45.0,4.0,10.0,6,5,6,0,0.0,0.0,0.0,1
824,1,0,35.0,41.0,51.0,45.0,39.0,7.0,10.0,4,6,4,6,0.0,0.0,4.0,1
825,1,0,36.0,38.0,45.0,29.0,26.0,8.0,10.0,5,6,6,6,0.0,0.0,3.0,1
826,1,2,42.0,24.0,26.0,49.0,31.0,3.0,3.0,5,6,6,6,1.5,2.5,0.6666666666666666,1
827,1,2,41.0,44.0,47.0,36.0,50.0,4.0,8.0,6,6,6,2,3.25,2.0,4.0,1
828,1,0,37.0,49.0,54.0,35.0,36.0,6.0,9.0,3,6,5,0,4.0,2.0,4.666666666666667,1
829,1,2,27.0,43.0,46.0,38.0,39.0,5.0,8.0,6,6,4,4,0.5,2.0,0.0,1
830,2,4,52.0,43.0,53.0,47.0,43.0,2.0,9.0,5,3,6,0,0.75,0.0,3.0,0
831,1,0,37.0,44.0,57.0,51.0,40.0,2.0,8.0,4,6,6,4,0.75,0.0,2.6666666666666665,1
832,1,1,39.0,37.0,41.0,49.0,41.0,5.0,6.0,6,6,5,5,2.25,1.0,1.0,1
833,1,0,45.0,34.0,47.0,47.0,41.0,4.0,9.0,4,6,6,5,0.0,0.0,0.0,1
834,2,3,37.0,33.0,55.0,44.0,46.0,6.0,11.0,6,6,5,3,1.25,3.0,4.333333333333333,0
835,4,4,36.0,41.0,46.0,38.0,36.0,7.0,9.0,6,4,4,1,1.75,2.5,0.6666666666666666,0
836,2,3,44.0,35.0,46.0,41.0,46.0,4.0,4.0,5,6,6,3,0.0,0.0,0.0,0
837,1,2,41.0,33.0,43.0,42.0,41.0,4.0,7.0,6,6,6,6,2.25,1.0,3.3333333333333335,1
838,1,2,21.0,41.0,46.0,41.0,30.0,5.0,7.0,4,6,4,0,0.0,2.0,4.0,1
839,4,3,32.0,42.0,47.0,35.0,44.0,5.0,8.0,3,6,4,5,2.5,2.5,0.6666666666666666,1
840,1,0,21.0,51.0,50.0,46.0,48.0,8.0,7.0,4,4,3,0,0.0,0.0,3.3333333333333335,1
841,1,-1,43.0,40.0,58.0,44.0,30.0,8.0,9.0,6,6,6,6,1.0,0.0,3.3333333333333335,1
842,2,2,38.0,30.0,50.0,24.0,42.0,7.0,10.0,5,6,5,6,3.25,3.5,3.0,1
843,1,0,30.0,39.0,52.0,40.0,32.0,9.0,9.0,4,6,5,4,1.0,0.0,0.0,1
844,1,0,29.0,40.0,48.0,54.0,50.0,4.0,5.0,3,5,4,0,1.0,1.5,3.3333333333333335,1
845,2,0,41.0,37.0,47.0,36.0,40.0,2.0,7.0,6,6,4,1,0.75,2.0,0.3333333333333333,0
846,1,0,39.0,45.0,53.0,50.0,38.0,5.0,8.0,5,4,6,4,0.0,1.0,2.0,0
847,3,0,45.0,28.0,36.0,42.0,44.0,2.0,2.0,6,6,6,0,0.0,2.5,0.0,1
848,1,1,41.0,37.0,35.0,50.0,37.0,5.0,5.0,2,5,6,6,2.0,0.0,1.6666666666666667,0
849,2,2,42.0,37.0,48.0,30.0,35.0,6.0,9.0,3,6,4,6,4.0,4.0,3.6666666666666665,1
850,1,-1,41.0,44.0,53.0,36.0,39.0,8.0,10.0,6,6,6,3,3.0,3.0,3.3333333333333335,1
851,5,3,21.0,40.0,54.0,51.0,45.0,5.0,7.0,4,6,6,0,0.25,0.0,1.3333333333333333,1
852,1,3,40.0,33.0,49.0,41.0,45.0,5.0,8.0,5,6,5,6,0.0,1.0,1.3333333333333333,1
853,1,0,28.0,49.0,55.0,49.0,43.0,6.0,7.0,0,6,6,0,0.5,0.0,3.3333333333333335,1
854,2,2,43.0,41.0,36.0,35.0,32.0,5.0,10.0,2,6,6,3,2.0,1.0,2.0,1
855,1,0,36.0,40.0,55.0,44.0,40.0,5.0,7.0,5,6,5,3,2.25,3.0,2.0,1
856,1,0,32.0,41.0,46.0,42.0,34.0,8.0,9.0,5,6,6,4,0.0,0.0,3.0,0
857,1,-3,41.0,45.0,50.0,36.0,33.0,6.0,10.0,5,5,5,6,3.75,2.5,2.3333333333333335,1
858,2,0,26.0,43.0,57.0,53.0,45.0,4.0,7.0,2,2,2,6,2.0,1.0,3.0,1
859,1,1,41.0,48.0,45.0,47.0,54.0,7.0,10.0,5,4,6,6,3.25,1.5,2.6666666666666665,1
860,2,-2,49.0,34.0,43.0,30.0,29.0,5.0,5.0,4,6,6,6,5.0,4.5,3.0,1
861,1,0,26.0,54.0,53.0,42.0,48.0,7.0,9.0,5,6,4,4,2.0,2.0,2.6666666666666665,1
862,1,0,46.0,31.0,53.0,36.0,32.0,10.0,8.0,3,4,5,6,2.5,3.0,1.3333333333333333,0
863,2,0,42.0,45.0,53.0,40.0,28.0,8.0,9.0,6,6,6,6,0.5,0.0,2.3333333333333335,1
864,1,2,36.0,39.0,45.0,39.0,39.0,9.0,10.0,6,3,4,4,2.5,2.0,2.6666666666666665,1
865,1,0,20.0,48.0,58.0,48.0,48.0,3.0,7.0,0,5,5,5,0.0,0.0,2.6666666666666665,1
866,1,0,51.0,36.0,45.0,32.0,37.0,3.0,9.0,6,6,5,6,1.25,4.0,2.0,1
867,1,0,34.0,47.0,42.0,39.0,36.0,7.0,7.0,5,6,5,0,0.0,0.0,1.6666666666666667,0
868,1,0,40.0,32.0,50.0,47.0,36.0,5.0,6.0,5,2,4,5,3.0,2.5,2.6666666666666665,1
869,1,0,35.0,48.0,55.0,48.0,54.0,6.0,10.0,6,6,4,6,0.75,0.0,2.0,0
870,1,0,24.0,42.0,51.0,49.0,52.0,3.0,8.0,5,5,4,4,0.75,0.0,3.0,0
871,4,1,51.0,35.0,52.0,41.0,28.0,8.0,11.0,3,6,6,6,1.25,2.0,1.3333333333333333,1
872,2,2,45.0,34.0,53.0,40.0,49.0,7.0,11.0,6,6,6,3,1.75,2.0,3.3333333333333335,1
873,1,3,38.0,50.0,47.0,32.0,34.0,6.0,8.0,5,6,6,6,2.0,2.5,1.3333333333333333,1
874,2,3,29.0,37.0,46.0,47.0,40.0,3.0,4.0,5,6,5,2,0.5,1.0,1.0,0
875,1,0,50.0,27.0,47.0,38.0,23.0,3.0,1.0,4,6,6,6,0.0,1.0,0.0,0
876,2,3,38.0,32.0,42.0,45.0,34.0,6.0,6.0,5,6,4,6,2.5,3.5,1.0,0
877,1,0,43.0,42.0,55.0,43.0,36.0,9.0,11.0,5,6,6,6,2.25,2.0,4.666666666666667,0
878,3,1,48.0,24.0,51.0,30.0,39.0,10.0,9.0,3,5,5,1,2.25,1.5,0.6666666666666666,1
879,2,0,27.0,43.0,51.0,46.0,25.0,9.0,11.0,5,5,6,2,1.25,0.0,1.3333333333333333,1
880,1,2,30.0,49.0,52.0,43.0,43.0,7.0,8.0,5,6,5,5,1.5,0.0,4.0,0
881,2,3,48.0,40.0,44.0,42.0,41.0,8.0,9.0,6,6,3,3,2.0,4.0,1.6666666666666667,1
882,1,-4,42.0,39.0,52.0,40.0,31.0,5.0,11.0,5,5,5,5,3.25,2.0,4.333333333333333,0
883,3,0,51.0,32.0,48.0,39.0,36.0,9.0,8.0,4,6,6,1,3.0,1.5,1.0,1
884,2,0,25.0,49.0,54.0,37.0,41.0,6.0,10.0,2,6,5,2,2.0,1.0,1.3333333333333333,0
885,1,0,36.0,48.0,51.0,45.0,37.0,5.0,9.0,6,6,4,6,1.5,2.0,2.6666666666666665,1
886,1,0,50.0,40.0,48.0,48.0,41.0,4.0,9.0,5,6,4,5,1.5,5.0,1.0,1
887,2,0,46.0,19.0,47.0,43.0,41.0,5.0,7.0,4,6,5,6,0.5,2.5,2.6666666666666665,1
888,1,2,40.0,37.0,47.0,41.0,42.0,7.0,8.0,4,6,5,4,0.0,1.5,2.6666666666666665,1
889,1,2,31.0,55.0,51.0,52.0,43.0,5.0,10.0,6,6,5,0,3.0,3.0,4.0,1
890,1,0,26.0,49.0,56.0,54.0,36.0,5.0,5.0,5,5,4,2,0.5,0.0,3.3333333333333335,0
891,1,0,40.0,45.0,54.0,50.0,46.0,3.0,7.0,5,4,5,0,0.0,0.0,2.6666666666666665,0
892,1,0,37.0,46.0,53.0,47.0,46.0,3.0,9.0,4,6,5,4,1.75,3.0,3.6666666666666665,1
893,2,0,22.0,53.0,52.0,43.0,48.0,4.0,8.0,5,6,5,6,4.25,4.0,3.6666666666666665,1
894,2,0,37.0,37.0,33.0,27.0,41.0,6.0,9.0,3,4,5,3,1.5,0.0,2.0,1
895,2,0,46.0,29.0,48.0,18.0,30.0,8.0,11.0,4,6,4,2,2.5,3.0,3.3333333333333335,1
896,2,-2,60.0,24.0,40.0,36.0,24.0,6.0,3.0,6,6,4,2,1.25,2.0,1.3333333333333333,0
897,1,0,23.0,27.0,46.0,27.0,40.0,6.0,9.0,5,3,4,5,0.75,1.5,2.0,1
898,1,1,20.0,38.0,47.0,44.0,37.0,3.0,7.0,4,6,6,6,1.75,1.5,1.0,0
899,2,3,28.0,47.0,45.0,44.0,45.0,4.0,7.0,5,6,6,6,3.0,4.5,4.0,1
900,2,2,53.0,38.0,43.0,40.0,34.0,9.0,11.0,6,6,6,6,0.0,0.0,0.0,1
901,1,0,53.0,33.0,39.0,37.0,34.0,10.0,11.0,6,6,4,4,0.0,0.0,0.0,0
902,1,2,15.0,51.0,35.0,12.0,41.0,6.0,10.0,5,6,5,6,5.25,5.0,3.0,1
903,1,0,36.0,33.0,49.0,39.0,35.0,6.0,10.0,5,6,6,6,0.0,1.0,1.3333333333333333,1
904,2,3,38.0,35.0,48.0,39.0,33.0,6.0,8.0,6,5,5,6,2.0,1.0,2.0,0
905,1,-1,35.0,46.0,46.0,46.0,37.0,7.0,10.0,4,6,5,6,2.25,4.0,3.3333333333333335,1
906,3,2,46.0,38.0,53.0,36.0,45.0,2.0,4.0,6,6,6,1,0.0,0.0,0.0,0
907,1,0,49.0,39.0,45.0,27.0,33.0,7.0,8.0,2,6,6,2,2.0,3.0,3.6666666666666665,1
908,2,1,40.0,42.0,47.0,43.0,54.0,3.0,5.0,5,6,6,3,1.0,1.0,2.6666666666666665,1
909,3,2,24.0,42.0,41.0,34.0,45.0,6.0,10.0,4,6,5,0,2.0,1.0,1.0,1
910,1,0,33.0,40.0,44.0,48.0,36.0,2.0,11.0,5,6,4,6,1.75,2.0,3.3333333333333335,1
911,1,2,37.0,44.0,46.0,34.0,42.0,7.0,9.0,5,4,5,0,2.0,4.5,1.6666666666666667,1
912,2,0,49.0,43.0,53.0,37.0,28.0,9.0,10.0,6,3,5,3,0.75,3.0,3.3333333333333335,0
913,1,0,55.0,19.0,32.0,43.0,31.0,6.0,4.0,4,5,5,6,2.0,2.0,1.6666666666666667,0
914,1,0,43.0,30.0,41.0,34.0,36.0,4.0,9.0,4,6,4,4,0.0,1.0,0.0,1
915,3,2,39.0,29.0,34.0,32.0,47.0,3.0,8.0,3,6,0,0,0.0,3.0,0.0,1
916,1,0,25.0,54.0,54.0,49.0,48.0,5.0,9.0,5,6,3,5,0.0,0.0,3.0,0
917,2,-2,56.0,20.0,42.0,28.0,19.0,9.0,10.0,5,6,6,6,2.0,2.5,0.6666666666666666,0
918,1,-1,38.0,40.0,46.0,40.0,48.0,3.0,6.0,6,5,5,4,1.5,2.0,2.0,1
919,2,-3,40.0,39.0,45.0,42.0,38.0,5.0,9.0,4,3,6,2,2.5,1.5,0.6666666666666666,1
920,1,0,52.0,28.0,45.0,53.0,45.0,6.0,10.0,3,6,6,3,0.0,0.0,0.0,0
921,1,-1,38.0,49.0,58.0,41.0,34.0,9.0,11.0,6,6,4,6,3.25,2.5,5.0,1
922,3,3,33.0,38.0,41.0,38.0,43.0,8.0,7.0,5,6,6,6,0.0,2.5,0.6666666666666666,1
923,1,0,25.0,43.0,53.0,34.0,45.0,4.0,10.0,6,4,6,6,2.5,1.0,4.0,1
924,1,-4,37.0,38.0,46.0,46.0,33.0,4.0,8.0,3,6,6,6,2.0,1.0,3.3333333333333335,1
925,1,0,25.0,30.0,41.0,35.0,33.0,5.0,6.0,3,6,5,0,0.0,0.0,1.6666666666666667,1
926,2,-1,48.0,31.0,29.0,36.0,36.0,8.0,6.0,3,6,5,6,1.75,1.5,1.3333333333333333,1
927,1,-3,46.0,29.0,48.0,44.0,35.0,6.0,7.0,3,6,5,6,2.75,1.5,1.6666666666666667,1
928,1,1,28.0,48.0,50.0,50.0,37.0,4.0,9.0,5,5,4,5,0.5,0.0,4.0,1
929,2,0,38.0,31.0,52.0,38.0,40.0,4.0,9.0,5,5,6,2,0.25,1.5,2.6666666666666665,1
930,2,0,30.0,49.0,56.0,53.0,46.0,5.0,10.0,4,6,5,6,0.25,1.5,2.0,1
931,1,0,33.0,46.0,51.0,45.0,40.0,6.0,7.0,4,6,5,6,3.0,3.5,1.3333333333333333,0
932,3,-3,29.0,35.0,42.0,44.0,37.0,2.0,4.0,3,6,6,3,1.5,1.5,1.3333333333333333,1
933,2,2,43.0,35.0,54.0,49.0,45.0,6.0,9.0,4,6,5,6,1.75,0.5,1.6666666666666667,0
934,1,-2,47.0,26.0,46.0,50.0,36.0,4.0,11.0,3,6,6,6,1.5,3.0,2.0,0
935,1,2,33.0,40.0,53.0,47.0,54.0,3.0,5.0,5,6,6,0,0.0,0.0,0.0,0
936,1,0,24.0,47.0,54.0,45.0,36.0,9.0,11.0,5,5,4,6,3.5,3.5,3.3333333333333335,0
937,1,0,56.0,35.0,48.0,44.0,36.0,6.0,9.0,4,6,6,5,0.5,0.0,4.333333333333333,0
938,1,1,40.0,48.0,53.0,43.0,39.0,6.0,7.0,3,5,6,5,2.75,3.5,4.666666666666667,1
939,1,0,35.0,42.0,50.0,47.0,35.0,7.0,10.0,6,5,4,6,1.75,0.0,3.3333333333333335,1
940,1,2,39.0,42.0,46.0,39.0,47.0,3.0,8.0,5,5,6,5,1.5,1.0,2.0,0
941,1,0,40.0,37.0,53.0,33.0,41.0,4.0,9.0,6,3,4,3,0.0,0.0,2.3333333333333335,1
942,2,-1,45.0,48.0,53.0,38.0,51.0,5.0,8.0,5,5,5,6,1.25,2.0,3.0,0
943,2,1,31.0,54.0,59.0,51.0,50.0,4.0,8.0,4,5,4,6,3.25,1.5,5.666666666666667,1
944,1,0,51.0,34.0,50.0,46.0,33.0,7.0,9.0,3,6,6,0,2.25,3.0,2.0,0
945,2,3,46.0,38.0,49.0,48.0,32.0,8.0,9.0,3,6,6,6,1.5,3.0,2.3333333333333335,0
946,1,0,32.0,32.0,42.0,52.0,35.0,3.0,2.0,4,6,6,6,0.0,0.0,1.3333333333333333,0
947,1,-1,29.0,38.0,38.0,38.0,30.0,7.0,6.0,4,6,4,5,2.25,1.5,4.666666666666667,1
948,2,1,55.0,30.0,47.0,41.0,29.0,8.0,6.0,6,6,5,0,1.25,4.5,2.0,1
949,2,-1,40.0,40.0,29.0,41.0,47.0,2.0,1.0,2,6,5,0,0.5,2.5,0.0,0
950,3,1,51.0,27.0,46.0,44.0,30.0,7.0,5.0,5,6,6,4,0.5,0.5,2.6666666666666665,1
951,1,2,42.0,40.0,49.0,40.0,37.0,4.0,8.0,6,6,6,3,1.5,1.5,4.333333333333333,0
952,1,0,25.0,42.0,57.0,47.0,41.0,10.0,11.0,3,4,5,3,1.5,0.0,3.0,0
953,1,0,40.0,41.0,48.0,41.0,40.0,9.0,9.0,5,5,4,6,2.75,1.5,4.333333333333333,1
954,2,2,46.0,33.0,46.0,41.0,29.0,6.0,9.0,5,6,5,4,0.0,0.0,1.0,0
955,1,0,49.0,34.0,44.0,42.0,36.0,3.0,3.0,0,5,4,2,0.0,0.0,1.6666666666666667,1
956,1,1,53.0,36.0,46.0,33.0,20.0,9.0,10.0,4,5,5,6,2.75,3.0,1.6666666666666667,1
957,4,2,25.0,36.0,42.0,44.0,45.0,3.0,4.0,5,6,0,1,2.0,1.5,0.6666666666666666,1
958,3,1,23.0,38.0,47.0,51.0,50.0,3.0,3.0,6,6,6,5,2.25,2.5,2.6666666666666665,1
959,1,0,33.0,50.0,46.0,35.0,54.0,4.0,9.0,5,5,6,6,0.0,0.0,0.0,1
