,Age,Gender,Education,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SensationSeeking,Alchol,Caff,Chocalate,Nicotine,stimulant,depressant,hallucinagen
1429,18-24,Male,"Some college or university, no certificate or degree",27.0,51.0,50.0,34.0,49.0,6.0,10.0,4,6,5,6,1.5,1.0,1.0
1430,18-24,Female,"Some college or university, no certificate or degree",43.0,38.0,41.0,46.0,35.0,4.0,6.0,3,6,4,6,0.0,0.0,0.0
1431,18-24,Male,"Some college or university, no certificate or degree",33.0,49.0,55.0,39.0,41.0,7.0,10.0,6,6,4,4,0.0,0.0,0.0
1432,18-24,Female,"Some college or university, no certificate or degree",48.0,47.0,42.0,28.0,37.0,9.0,8.0,6,6,6,5,1.25,2.0,1.6666666666666667
1433,45-54,Female,Doctorate degree,26.0,31.0,41.0,40.0,46.0,3.0,2.0,6,6,4,2,0.5,1.0,1.0
1434,25-34,Female,Masters degree,39.0,33.0,42.0,58.0,51.0,2.0,3.0,5,6,6,0,0.0,0.0,0.0
1435,25-34,Female,Masters degree,40.0,30.0,38.0,47.0,44.0,2.0,1.0,2,4,5,0,0.0,0.0,0.0
1436,55-64,Female,Masters degree,28.0,40.0,47.0,45.0,47.0,6.0,5.0,6,6,6,6,0.5,0.5,0.3333333333333333
1437,55-64,Female,Professional certificate/diploma,28.0,36.0,48.0,45.0,33.0,9.0,8.0,5,6,5,6,0.0,0.0,0.0
1438,18-24,Male,Left school at 16 years,48.0,37.0,48.0,46.0,41.0,3.0,10.0,3,6,5,6,1.0,1.5,1.6666666666666667
1439,18-24,Male,"Some college or university, no certificate or degree",20.0,47.0,51.0,37.0,49.0,3.0,7.0,5,6,6,4,0.5,0.0,1.3333333333333333
1440,18-24,Male,"Some college or university, no certificate or degree",29.0,44.0,46.0,35.0,36.0,4.0,9.0,6,4,5,4,1.0,0.0,3.0
1441,35-44,Female,Masters degree,34.0,40.0,40.0,48.0,45.0,2.0,3.0,6,6,6,0,0.0,0.0,0.0
1442,45-54,Female,Masters degree,25.0,39.0,47.0,52.0,50.0,3.0,3.0,6,6,6,0,0.0,0.0,0.0
1443,25-34,Female,Masters degree,46.0,33.0,41.0,51.0,48.0,2.0,2.0,1,6,5,0,0.0,0.0,0.0
1444,35-44,Female,Doctorate degree,31.0,46.0,51.0,49.0,46.0,3.0,3.0,6,6,6,1,0.5,0.5,0.3333333333333333
1445,35-44,Female,Masters degree,29.0,37.0,38.0,54.0,48.0,3.0,4.0,6,5,4,1,0.0,0.0,0.0
1446,45-54,Female,Masters degree,23.0,41.0,48.0,49.0,49.0,2.0,3.0,5,6,6,1,0.0,0.0,0.0
1447,25-34,Female,Masters degree,29.0,46.0,48.0,50.0,54.0,5.0,4.0,4,6,5,0,0.0,0.0,0.0
1448,25-34,Female,Masters degree,36.0,44.0,38.0,39.0,53.0,4.0,7.0,4,2,6,2,0.0,0.0,0.0
1449,25-34,Female,University degree,25.0,49.0,50.0,51.0,52.0,6.0,9.0,5,5,0,0,0.0,0.0,0.0
1450,18-24,Female,Masters degree,30.0,41.0,40.0,47.0,47.0,4.0,6.0,0,6,6,0,0.0,0.0,0.0
1451,25-34,Female,Masters degree,26.0,47.0,52.0,36.0,51.0,4.0,5.0,5,5,6,5,1.25,1.0,1.3333333333333333
1452,25-34,Female,Doctorate degree,26.0,36.0,46.0,50.0,53.0,2.0,6.0,5,6,6,6,0.0,0.0,0.0
1453,18-24,Male,"Some college or university, no certificate or degree",40.0,37.0,58.0,30.0,55.0,8.0,11.0,3,6,6,6,2.75,1.0,3.0
1454,18-24,Female,University degree,39.0,41.0,35.0,46.0,49.0,2.0,3.0,4,5,6,0,0.0,0.0,0.0
1455,25-34,Female,Doctorate degree,31.0,40.0,45.0,48.0,47.0,3.0,5.0,5,6,6,0,0.0,0.5,0.0
1456,18-24,Male,Professional certificate/diploma,43.0,35.0,55.0,55.0,39.0,3.0,11.0,5,6,6,5,3.0,1.5,4.333333333333333
1457,45-54,Female,Masters degree,19.0,44.0,47.0,52.0,52.0,3.0,4.0,5,6,4,0,0.0,0.0,0.0
1458,25-34,Female,Doctorate degree,41.0,32.0,43.0,54.0,45.0,2.0,8.0,4,6,6,6,0.25,0.5,0.0
1459,25-34,Female,University degree,24.0,36.0,45.0,46.0,49.0,3.0,5.0,4,6,4,2,0.0,0.0,0.0
1460,18-24,Female,University degree,27.0,45.0,46.0,50.0,37.0,4.0,4.0,5,6,5,0,1.25,2.5,1.0
1461,35-44,Female,Doctorate degree,19.0,50.0,47.0,44.0,47.0,5.0,4.0,5,6,5,1,0.75,0.5,1.0
1462,55-64,Male,Masters degree,37.0,44.0,52.0,45.0,36.0,3.0,3.0,5,6,6,0,0.0,0.0,0.0
1463,25-34,Male,Masters degree,37.0,41.0,43.0,46.0,43.0,3.0,8.0,5,6,5,6,0.75,1.0,0.6666666666666666
1464,18-24,Male,"Some college or university, no certificate or degree",25.0,45.0,52.0,49.0,45.0,4.0,9.0,6,6,6,0,0.0,0.0,3.0
1465,25-34,Male,Masters degree,14.0,48.0,42.0,48.0,38.0,6.0,7.0,4,5,3,0,0.75,0.5,0.3333333333333333
1466,25-34,Female,"Some college or university, no certificate or degree",43.0,36.0,44.0,37.0,41.0,7.0,6.0,3,5,6,4,0.75,3.0,0.6666666666666666
1467,18-24,Female,University degree,30.0,42.0,51.0,42.0,46.0,2.0,5.0,5,5,5,5,0.75,0.0,3.3333333333333335
1468,55-64,Female,University degree,20.0,45.0,52.0,53.0,48.0,4.0,7.0,4,3,6,0,0.75,2.0,0.6666666666666666
1469,25-34,Female,Masters degree,34.0,34.0,37.0,51.0,43.0,2.0,5.0,4,0,5,5,0.0,0.0,0.0
1470,18-24,Female,University degree,39.0,40.0,46.0,48.0,40.0,2.0,3.0,5,6,6,0,0.0,0.0,0.0
1471,65+,Male,University degree,20.0,39.0,42.0,57.0,45.0,2.0,1.0,0,6,4,6,0.0,0.0,0.0
1472,55-64,Male,Masters degree,28.0,38.0,48.0,45.0,51.0,4.0,4.0,5,6,6,1,1.0,1.0,1.6666666666666667
1473,18-24,Male,"Some college or university, no certificate or degree",34.0,43.0,45.0,36.0,43.0,3.0,10.0,6,6,6,3,0.0,0.0,1.3333333333333333
1474,25-34,Female,Masters degree,33.0,42.0,52.0,46.0,43.0,3.0,7.0,6,6,6,3,0.0,1.5,0.6666666666666666
1475,45-54,Male,"Some college or university, no certificate or degree",46.0,35.0,40.0,35.0,47.0,9.0,10.0,4,6,0,1,2.25,5.0,2.6666666666666665
1476,25-34,Female,"Some college or university, no certificate or degree",57.0,26.0,42.0,27.0,24.0,8.0,10.0,5,5,5,6,3.75,3.5,3.6666666666666665
1477,25-34,Male,Professional certificate/diploma,32.0,37.0,45.0,40.0,43.0,3.0,4.0,5,6,5,6,2.25,0.0,3.6666666666666665
1478,18-24,Male,"Some college or university, no certificate or degree",40.0,35.0,46.0,41.0,32.0,2.0,8.0,6,6,5,3,0.75,0.0,3.0
1479,18-24,Male,"Some college or university, no certificate or degree",27.0,49.0,56.0,43.0,38.0,9.0,11.0,6,6,4,5,1.5,2.0,3.6666666666666665
1480,35-44,Female,Professional certificate/diploma,35.0,36.0,31.0,43.0,40.0,3.0,4.0,5,3,0,6,0.75,1.5,0.0
1481,25-34,Female,"Some college or university, no certificate or degree",49.0,42.0,51.0,49.0,43.0,3.0,7.0,3,6,4,6,1.5,3.0,2.6666666666666665
1482,45-54,Female,University degree,51.0,22.0,47.0,43.0,26.0,7.0,1.0,4,2,6,0,0.5,0.5,1.0
1483,45-54,Female,Doctorate degree,27.0,40.0,47.0,44.0,47.0,4.0,6.0,5,6,6,0,0.0,1.5,0.0
1484,25-34,Female,University degree,33.0,43.0,51.0,53.0,41.0,3.0,9.0,5,5,6,5,2.25,1.5,2.3333333333333335
1485,35-44,Male,Professional certificate/diploma,41.0,32.0,43.0,44.0,33.0,7.0,4.0,3,6,6,3,0.75,1.5,1.3333333333333333
1486,25-34,Female,Doctorate degree,26.0,49.0,40.0,49.0,46.0,3.0,5.0,5,6,6,0,0.0,0.0,0.0
1487,18-24,Male,"Some college or university, no certificate or degree",25.0,47.0,54.0,32.0,37.0,6.0,10.0,6,6,6,6,0.75,1.0,3.3333333333333335
1488,25-34,Female,University degree,35.0,38.0,37.0,43.0,47.0,3.0,3.0,5,6,6,0,0.0,0.0,0.0
1489,18-24,Male,University degree,43.0,40.0,45.0,36.0,46.0,8.0,5.0,6,6,5,6,3.25,4.0,4.666666666666667
1490,25-34,Female,"Some college or university, no certificate or degree",31.0,37.0,45.0,31.0,32.0,9.0,11.0,6,6,2,3,0.5,1.0,2.0
1491,25-34,Female,Doctorate degree,49.0,35.0,42.0,33.0,49.0,7.0,1.0,5,6,5,1,0.75,2.5,0.6666666666666666
1492,18-24,Female,Masters degree,35.0,47.0,36.0,40.0,36.0,7.0,10.0,5,5,6,0,1.0,1.0,1.3333333333333333
1493,18-24,Male,"Some college or university, no certificate or degree",50.0,36.0,41.0,40.0,30.0,8.0,9.0,6,4,6,3,1.0,2.5,4.666666666666667
1494,45-54,Male,"Some college or university, no certificate or degree",34.0,38.0,50.0,44.0,40.0,8.0,10.0,4,6,5,6,2.75,2.5,2.0
1495,18-24,Male,"Some college or university, no certificate or degree",55.0,33.0,43.0,41.0,29.0,8.0,7.0,5,6,6,6,3.5,2.5,1.0
1496,18-24,Male,"Some college or university, no certificate or degree",45.0,16.0,43.0,33.0,28.0,9.0,9.0,5,6,6,6,3.75,5.0,4.0
1497,18-24,Male,"Some college or university, no certificate or degree",28.0,33.0,46.0,39.0,39.0,3.0,7.0,4,4,5,6,0.5,1.0,0.0
1498,25-34,Male,Masters degree,25.0,41.0,48.0,37.0,35.0,5.0,10.0,5,5,6,0,2.5,0.0,4.0
1499,45-54,Female,Left school before 16 years,42.0,39.0,43.0,40.0,34.0,5.0,5.0,5,6,4,6,2.0,1.5,1.3333333333333333
1500,45-54,Male,University degree,26.0,46.0,49.0,43.0,46.0,7.0,10.0,5,6,6,6,0.0,1.0,0.6666666666666666
1501,25-34,Male,Doctorate degree,32.0,43.0,46.0,39.0,42.0,6.0,10.0,5,6,3,6,3.25,2.0,3.0
1502,18-24,Female,"Some college or university, no certificate or degree",42.0,41.0,50.0,29.0,42.0,9.0,6.0,4,6,5,3,0.0,0.0,1.0
1503,18-24,Male,University degree,40.0,26.0,52.0,42.0,38.0,5.0,5.0,6,6,4,0,0.0,0.0,2.3333333333333335
1504,25-34,Male,University degree,31.0,43.0,55.0,41.0,39.0,5.0,9.0,6,6,5,5,2.0,3.0,4.0
1505,18-24,Female,University degree,31.0,40.0,44.0,44.0,38.0,8.0,10.0,6,6,5,6,2.75,1.5,4.0
1506,35-44,Female,Professional certificate/diploma,52.0,19.0,48.0,51.0,36.0,4.0,6.0,5,6,5,2,0.5,0.0,1.3333333333333333
1507,45-54,Female,Doctorate degree,36.0,50.0,53.0,47.0,54.0,4.0,5.0,6,4,4,2,0.25,0.0,0.6666666666666666
1508,18-24,Female,Left school at 16 years,59.0,21.0,53.0,38.0,25.0,4.0,4.0,4,6,5,4,0.5,3.0,0.0
1509,18-24,Female,University degree,46.0,35.0,52.0,31.0,39.0,5.0,8.0,6,6,6,4,0.0,3.0,1.0
1510,25-34,Female,Professional certificate/diploma,43.0,31.0,51.0,47.0,42.0,6.0,9.0,5,5,5,2,1.0,2.5,1.6666666666666667
1511,25-34,Male,"Some college or university, no certificate or degree",45.0,24.0,45.0,40.0,35.0,2.0,4.0,0,6,6,0,0.0,0.0,1.0
1512,18-24,Male,University degree,43.0,34.0,56.0,44.0,32.0,4.0,5.0,5,6,6,6,2.5,1.5,2.6666666666666665
1513,18-24,Male,Left school before 16 years,56.0,35.0,48.0,39.0,41.0,2.0,4.0,6,4,5,3,0.0,1.5,2.3333333333333335
1514,18-24,Male,"Some college or university, no certificate or degree",34.0,36.0,40.0,39.0,38.0,4.0,1.0,3,6,3,6,1.0,1.0,2.0
1515,25-34,Male,Left school at 18 years ,48.0,22.0,48.0,41.0,27.0,5.0,5.0,3,6,6,6,1.5,2.0,2.0
1516,18-24,Male,"Some college or university, no certificate or degree",46.0,37.0,46.0,34.0,33.0,9.0,10.0,6,6,6,5,2.25,3.0,0.0
1517,18-24,Male,Left school at 18 years ,28.0,52.0,56.0,36.0,39.0,9.0,11.0,5,6,5,6,1.0,1.0,4.333333333333333
1518,45-54,Male,Doctorate degree,42.0,30.0,55.0,37.0,38.0,9.0,9.0,5,6,6,5,1.5,1.5,1.0
1519,18-24,Male,Professional certificate/diploma,36.0,28.0,57.0,37.0,43.0,5.0,8.0,6,5,5,3,0.0,1.5,1.3333333333333333
1520,18-24,Male,"Some college or university, no certificate or degree",33.0,34.0,37.0,34.0,27.0,3.0,7.0,0,3,1,2,2.0,2.5,2.0
1521,18-24,Male,"Some college or university, no certificate or degree",49.0,38.0,45.0,42.0,32.0,5.0,6.0,5,6,6,6,2.5,2.0,2.0
1522,18-24,Male,Professional certificate/diploma,49.0,28.0,53.0,37.0,31.0,8.0,9.0,5,5,6,6,2.5,2.0,4.666666666666667
1523,25-34,Male,Professional certificate/diploma,35.0,19.0,54.0,52.0,45.0,2.0,1.0,3,6,3,6,4.0,4.0,4.666666666666667
1524,18-24,Male,"Some college or university, no certificate or degree",44.0,53.0,57.0,44.0,37.0,9.0,11.0,4,6,6,6,2.25,3.5,4.333333333333333
1525,18-24,Male,Left school at 18 years ,51.0,23.0,54.0,46.0,31.0,6.0,8.0,2,6,5,6,0.5,1.0,2.3333333333333335
1526,18-24,Male,Left school at 16 years,44.0,48.0,48.0,35.0,35.0,7.0,11.0,6,6,3,6,1.0,0.0,1.0
1527,18-24,Male,Left school at 18 years ,41.0,48.0,54.0,40.0,38.0,9.0,9.0,5,6,5,3,1.25,1.5,1.3333333333333333
1528,18-24,Male,"Some college or university, no certificate or degree",45.0,40.0,53.0,35.0,30.0,8.0,8.0,6,6,5,6,0.75,2.0,2.3333333333333335
1529,18-24,Female,University degree,20.0,52.0,50.0,33.0,43.0,8.0,11.0,6,6,5,6,0.0,1.0,0.0
1530,18-24,Male,"Some college or university, no certificate or degree",22.0,46.0,56.0,43.0,41.0,8.0,9.0,5,6,6,6,4.0,3.5,3.6666666666666665
1531,18-24,Male,Left school before 16 years,25.0,33.0,53.0,51.0,38.0,7.0,10.0,3,6,6,2,0.0,1.0,3.0
1532,25-34,Female,University degree,34.0,46.0,54.0,48.0,40.0,4.0,7.0,5,6,6,6,2.25,4.0,2.6666666666666665
1533,18-24,Male,"Some college or university, no certificate or degree",46.0,27.0,50.0,42.0,22.0,7.0,6.0,5,5,4,6,2.25,1.5,3.3333333333333335
1534,18-24,Male,"Some college or university, no certificate or degree",27.0,48.0,43.0,39.0,42.0,7.0,10.0,5,6,6,3,0.0,0.0,0.0
1535,25-34,Male,Left school at 18 years ,36.0,42.0,39.0,45.0,37.0,3.0,9.0,6,5,6,5,2.5,3.5,2.0
1536,35-44,Female,"Some college or university, no certificate or degree",39.0,40.0,40.0,39.0,38.0,3.0,7.0,5,6,5,5,2.25,1.0,2.0
1537,18-24,Female,"Some college or university, no certificate or degree",31.0,45.0,48.0,55.0,53.0,2.0,6.0,5,6,6,4,3.5,2.0,3.0
1538,18-24,Female,"Some college or university, no certificate or degree",37.0,33.0,38.0,46.0,33.0,3.0,9.0,5,6,4,4,0.75,0.0,3.3333333333333335
1539,18-24,Female,"Some college or university, no certificate or degree",36.0,51.0,42.0,40.0,55.0,7.0,11.0,4,5,5,0,0.0,0.0,0.0
1540,18-24,Male,"Some college or university, no certificate or degree",47.0,35.0,52.0,49.0,35.0,8.0,9.0,6,6,4,6,3.0,3.5,3.3333333333333335
1541,18-24,Female,"Some college or university, no certificate or degree",42.0,39.0,57.0,52.0,43.0,7.0,4.0,6,5,5,6,0.5,0.0,2.3333333333333335
1542,18-24,Male,"Some college or university, no certificate or degree",22.0,48.0,39.0,46.0,48.0,5.0,11.0,6,6,6,6,3.0,0.0,2.3333333333333335
1543,25-34,Male,"Some college or university, no certificate or degree",44.0,18.0,48.0,34.0,26.0,7.0,9.0,6,4,5,3,2.25,2.0,3.0
1544,18-24,Male,"Some college or university, no certificate or degree",34.0,37.0,41.0,38.0,29.0,8.0,9.0,4,5,6,2,1.75,0.0,1.3333333333333333
1545,18-24,Male,"Some college or university, no certificate or degree",44.0,45.0,52.0,47.0,36.0,5.0,7.0,4,6,5,6,1.0,2.0,2.0
1546,18-24,Female,"Some college or university, no certificate or degree",46.0,33.0,52.0,44.0,41.0,3.0,8.0,3,6,6,0,0.0,0.0,0.0
1547,18-24,Male,Left school at 18 years ,33.0,26.0,48.0,39.0,33.0,6.0,8.0,3,6,4,2,0.0,0.0,3.6666666666666665
1548,18-24,Female,"Some college or university, no certificate or degree",50.0,41.0,52.0,43.0,46.0,6.0,9.0,3,5,6,0,0.75,1.0,3.0
1549,25-34,Male,University degree,25.0,36.0,34.0,45.0,50.0,2.0,4.0,5,6,0,2,0.0,0.0,0.0
1550,25-34,Female,Masters degree,29.0,33.0,50.0,45.0,50.0,3.0,4.0,5,6,4,1,0.0,0.0,0.0
1551,25-34,Female,Professional certificate/diploma,31.0,40.0,38.0,45.0,42.0,5.0,5.0,6,6,5,6,0.5,0.0,0.0
1552,55-64,Female,Professional certificate/diploma,40.0,29.0,33.0,37.0,39.0,2.0,1.0,3,6,3,1,0.0,0.0,0.0
1553,45-54,Female,"Some college or university, no certificate or degree",34.0,33.0,37.0,39.0,45.0,4.0,7.0,6,6,4,1,0.0,0.0,0.3333333333333333
1554,45-54,Female,Professional certificate/diploma,30.0,36.0,37.0,49.0,48.0,2.0,1.0,6,6,5,0,0.0,0.0,0.0
1555,18-24,Male,"Some college or university, no certificate or degree",35.0,22.0,40.0,31.0,39.0,8.0,6.0,6,6,6,3,0.0,0.0,0.0
1556,25-34,Male,Masters degree,22.0,47.0,46.0,43.0,51.0,5.0,7.0,5,6,5,4,0.0,0.0,0.0
1557,18-24,Female,Masters degree,39.0,45.0,39.0,45.0,44.0,4.0,8.0,6,6,4,6,0.0,1.5,0.0
1558,25-34,Female,"Some college or university, no certificate or degree",24.0,50.0,42.0,53.0,49.0,5.0,6.0,5,6,6,0,0.0,0.0,0.0
1559,55-64,Female,University degree,20.0,50.0,49.0,48.0,52.0,5.0,5.0,4,6,4,6,0.0,0.0,0.0
1560,18-24,Female,University degree,27.0,39.0,40.0,38.0,50.0,3.0,6.0,5,5,6,3,0.0,0.0,0.0
1561,25-34,Female,Masters degree,43.0,41.0,41.0,37.0,49.0,2.0,4.0,4,6,5,0,0.0,0.0,0.0
1562,35-44,Female,University degree,42.0,29.0,44.0,45.0,41.0,3.0,1.0,1,6,6,1,0.25,0.5,0.0
1563,45-54,Female,Left school before 16 years,38.0,38.0,37.0,39.0,40.0,4.0,5.0,1,6,6,6,0.0,0.0,0.0
1564,35-44,Male,Professional certificate/diploma,43.0,29.0,40.0,42.0,33.0,7.0,7.0,4,6,6,1,1.0,1.0,1.6666666666666667
1565,35-44,Female,University degree,35.0,51.0,26.0,38.0,56.0,2.0,2.0,6,6,5,2,0.0,0.0,0.0
1566,45-54,Female,Professional certificate/diploma,31.0,38.0,36.0,52.0,54.0,3.0,5.0,6,6,6,6,0.25,0.0,0.0
1567,35-44,Female,Professional certificate/diploma,44.0,45.0,48.0,51.0,44.0,2.0,3.0,5,6,5,1,0.0,0.0,0.0
1568,45-54,Female,Professional certificate/diploma,57.0,20.0,44.0,37.0,36.0,3.0,2.0,4,6,6,0,0.0,0.5,0.0
1569,35-44,Male,Masters degree,22.0,45.0,54.0,54.0,42.0,5.0,6.0,5,6,5,0,0.0,0.0,0.0
1570,25-34,Male,University degree,35.0,43.0,38.0,38.0,40.0,2.0,4.0,5,6,5,3,0.0,0.0,0.0
1571,25-34,Female,Masters degree,26.0,48.0,43.0,42.0,42.0,7.0,4.0,5,5,5,2,0.0,1.5,0.0
1572,45-54,Male,Professional certificate/diploma,28.0,37.0,46.0,54.0,47.0,3.0,5.0,6,6,5,0,0.0,0.0,0.0
1573,18-24,Female,"Some college or university, no certificate or degree",30.0,38.0,40.0,47.0,46.0,3.0,2.0,3,6,6,2,0.0,0.0,0.0
1574,25-34,Female,Masters degree,39.0,40.0,44.0,47.0,45.0,5.0,9.0,6,6,5,4,0.0,0.0,0.0
1575,45-54,Female,Professional certificate/diploma,46.0,42.0,51.0,53.0,38.0,7.0,4.0,3,6,5,0,0.0,1.5,0.0
1576,35-44,Female,University degree,35.0,46.0,38.0,49.0,52.0,2.0,1.0,3,5,6,0,0.0,0.0,0.0
1577,35-44,Female,"Some college or university, no certificate or degree",33.0,41.0,33.0,40.0,45.0,2.0,5.0,4,6,6,1,0.0,0.0,0.0
1578,25-34,Female,Masters degree,33.0,45.0,42.0,52.0,48.0,5.0,4.0,5,6,5,2,0.0,0.0,0.0
1579,45-54,Female,University degree,26.0,39.0,38.0,40.0,46.0,2.0,4.0,3,6,6,0,0.0,0.0,0.0
1580,45-54,Female,Masters degree,40.0,37.0,55.0,51.0,47.0,4.0,5.0,4,6,5,1,0.0,1.0,0.0
1581,35-44,Female,Left school at 16 years,31.0,41.0,43.0,51.0,46.0,2.0,5.0,6,6,5,1,0.0,0.0,0.0
1582,45-54,Female,Professional certificate/diploma,42.0,29.0,29.0,37.0,43.0,2.0,1.0,5,0,4,0,0.0,1.0,0.0
1583,35-44,Female,Masters degree,33.0,39.0,37.0,46.0,51.0,4.0,4.0,4,6,6,2,0.0,1.0,0.0
1584,35-44,Male,Professional certificate/diploma,39.0,31.0,46.0,48.0,43.0,3.0,4.0,6,6,5,6,0.0,0.5,0.0
1585,35-44,Female,Masters degree,43.0,54.0,47.0,54.0,43.0,5.0,9.0,5,6,0,6,0.0,0.0,0.0
1586,25-34,Female,University degree,37.0,47.0,47.0,42.0,46.0,7.0,8.0,6,6,6,3,2.0,2.5,1.6666666666666667
1587,35-44,Female,University degree,36.0,39.0,52.0,41.0,46.0,5.0,4.0,5,6,6,1,0.5,2.0,1.0
1588,35-44,Female,Professional certificate/diploma,32.0,45.0,34.0,39.0,45.0,4.0,6.0,5,6,6,6,0.0,0.0,0.0
1589,35-44,Male,Left school at 16 years,24.0,53.0,42.0,39.0,43.0,4.0,6.0,6,6,5,2,0.0,0.0,0.0
1590,35-44,Male,Professional certificate/diploma,19.0,49.0,46.0,45.0,48.0,6.0,7.0,4,6,6,6,0.0,0.5,0.0
1591,35-44,Female,University degree,44.0,35.0,40.0,52.0,49.0,4.0,8.0,5,6,5,1,0.0,0.0,0.0
1592,45-54,Female,Professional certificate/diploma,19.0,45.0,39.0,58.0,49.0,2.0,1.0,5,6,5,0,0.0,0.0,0.0
1593,45-54,Female,University degree,28.0,52.0,43.0,50.0,45.0,7.0,11.0,5,6,0,0,0.0,0.5,0.3333333333333333
1594,35-44,Female,Doctorate degree,36.0,45.0,48.0,43.0,41.0,4.0,5.0,5,6,5,0,0.25,0.0,0.0
1595,25-34,Female,University degree,33.0,47.0,43.0,42.0,45.0,3.0,4.0,5,5,6,0,0.0,0.0,0.0
1596,25-34,Female,University degree,30.0,51.0,52.0,43.0,40.0,8.0,9.0,5,5,5,3,0.0,0.5,0.6666666666666666
1597,55-64,Female,"Some college or university, no certificate or degree",35.0,44.0,47.0,46.0,45.0,4.0,2.0,5,6,5,1,0.0,1.0,0.0
1598,35-44,Female,University degree,29.0,42.0,39.0,47.0,43.0,3.0,4.0,5,6,5,1,0.0,0.5,0.0
1599,25-34,Female,Masters degree,28.0,48.0,33.0,44.0,47.0,3.0,4.0,5,4,5,2,0.0,0.0,0.0
1600,25-34,Female,Professional certificate/diploma,25.0,47.0,36.0,45.0,42.0,3.0,4.0,4,6,6,4,0.0,0.5,0.0
1601,25-34,Female,Professional certificate/diploma,29.0,46.0,38.0,42.0,46.0,5.0,6.0,5,5,5,1,0.0,0.0,0.0
1602,25-34,Male,Masters degree,37.0,44.0,47.0,37.0,52.0,3.0,2.0,4,6,6,2,0.0,0.0,0.0
1603,55-64,Female,Masters degree,39.0,43.0,53.0,41.0,36.0,6.0,9.0,6,6,5,0,0.0,0.0,0.0
1604,25-34,Female,University degree,35.0,56.0,57.0,49.0,35.0,9.0,10.0,4,6,6,0,0.0,0.5,0.0
1605,45-54,Male,Left school at 16 years,32.0,52.0,46.0,48.0,50.0,2.0,4.0,5,6,5,1,0.0,2.0,0.0
1606,25-34,Female,University degree,33.0,53.0,30.0,37.0,41.0,8.0,6.0,0,5,5,0,0.0,0.0,0.0
1607,35-44,Female,Professional certificate/diploma,22.0,49.0,49.0,46.0,46.0,3.0,3.0,5,6,6,2,0.0,0.0,0.3333333333333333
1608,35-44,Female,Masters degree,28.0,42.0,46.0,42.0,49.0,4.0,6.0,5,6,5,2,0.0,0.0,0.0
1609,25-34,Male,"Some college or university, no certificate or degree",33.0,32.0,59.0,37.0,37.0,8.0,9.0,3,5,4,6,2.75,5.0,3.6666666666666665
1610,25-34,Female,University degree,34.0,32.0,34.0,49.0,47.0,3.0,1.0,4,6,6,0,0.0,0.5,0.0
1611,45-54,Female,University degree,38.0,44.0,39.0,48.0,38.0,2.0,1.0,5,6,5,2,0.0,1.0,0.0
1612,25-34,Female,University degree,32.0,37.0,36.0,50.0,48.0,2.0,2.0,3,6,6,0,0.0,0.0,0.0
1613,35-44,Female,University degree,37.0,48.0,39.0,46.0,42.0,4.0,6.0,5,6,6,1,0.25,2.0,0.0
1614,25-34,Male,"Some college or university, no certificate or degree",15.0,54.0,48.0,33.0,46.0,7.0,10.0,4,6,6,0,1.0,1.0,2.3333333333333335
1615,35-44,Female,Doctorate degree,25.0,43.0,54.0,50.0,57.0,4.0,7.0,5,6,6,2,0.0,1.0,0.0
1616,55-64,Male,Professional certificate/diploma,42.0,29.0,35.0,48.0,39.0,5.0,6.0,6,6,6,0,0.0,0.0,0.0
1617,25-34,Male,Masters degree,41.0,40.0,51.0,47.0,40.0,7.0,11.0,5,6,6,3,0.0,0.5,0.3333333333333333
1618,45-54,Male,Professional certificate/diploma,39.0,41.0,38.0,47.0,46.0,6.0,5.0,5,6,6,0,0.0,2.0,0.0
1619,25-34,Male,"Some college or university, no certificate or degree",39.0,38.0,53.0,41.0,35.0,7.0,11.0,5,6,4,6,2.25,2.5,2.6666666666666665
1620,45-54,Male,Professional certificate/diploma,37.0,40.0,43.0,39.0,47.0,4.0,8.0,5,6,5,2,0.0,0.0,0.0
1621,25-34,Male,University degree,49.0,38.0,39.0,41.0,40.0,5.0,5.0,6,0,5,1,0.0,0.0,0.0
1622,35-44,Male,Professional certificate/diploma,22.0,39.0,50.0,46.0,49.0,5.0,6.0,5,6,4,0,0.0,0.0,0.0
1623,35-44,Male,University degree,41.0,34.0,37.0,47.0,35.0,5.0,3.0,5,6,6,0,0.0,1.0,0.0
1624,45-54,Male,Masters degree,37.0,35.0,45.0,38.0,40.0,3.0,4.0,5,6,5,6,0.25,0.0,0.0
1625,35-44,Male,"Some college or university, no certificate or degree",28.0,43.0,46.0,44.0,43.0,4.0,7.0,5,6,5,2,1.5,2.5,1.6666666666666667
1626,35-44,Female,Professional certificate/diploma,28.0,42.0,37.0,48.0,47.0,2.0,3.0,6,6,6,6,0.0,0.0,0.0
1627,25-34,Female,Professional certificate/diploma,23.0,44.0,36.0,47.0,46.0,2.0,3.0,5,5,5,2,0.0,0.0,0.0
1628,25-34,Female,Masters degree,20.0,48.0,37.0,42.0,51.0,2.0,1.0,4,6,5,0,0.5,1.5,0.0
1629,25-34,Female,Masters degree,42.0,40.0,46.0,48.0,42.0,2.0,5.0,3,6,5,0,0.0,0.0,0.0
1630,45-54,Female,Professional certificate/diploma,37.0,39.0,40.0,45.0,46.0,6.0,5.0,2,6,6,1,0.0,1.0,0.3333333333333333
